[00:00:03] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-82, y=100, z=-492} gt{x=-81, y=100, z=-492}
[00:39:47] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-150, y=38, z=-482} gt{x=-150, y=38, z=-481}
[00:39:47] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-150, y=38, z=-482} gt{x=-150, y=38, z=-481}
[00:40:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-150, y=33, z=-487} gt{x=-150, y=32, z=-487}
[00:40:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-150, y=33, z=-487} gt{x=-150, y=32, z=-487}
[00:40:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-150, y=33, z=-487} gt{x=-150, y=32, z=-487}
[00:40:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-150, y=33, z=-487} gt{x=-150, y=32, z=-487}
[00:40:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-150, y=33, z=-487} gt{x=-150, y=32, z=-487}
[00:41:11] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-141, y=34, z=-479} gt{x=-141, y=34, z=-480}
[00:41:11] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-141, y=34, z=-479} gt{x=-141, y=34, z=-480}
[00:41:11] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-141, y=34, z=-479} gt{x=-141, y=34, z=-480}
[00:46:35] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[00:51:37] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[00:59:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=377, y=65, z=1694} gt{x=377, y=63, z=1695}
[00:59:51] [Server thread/INFO]: hayatohayato has made the advancement [Voluntary Exile]
[01:00:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=378, y=68, z=1711} gt{x=377, y=67, z=1711}
[01:00:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=378, y=68, z=1711} gt{x=377, y=67, z=1711}
[01:00:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=378, y=68, z=1711} gt{x=377, y=67, z=1711}
[01:09:01] [Server thread/INFO]: CHAN4869 has made the advancement [Sweet Dreams]
[01:33:01] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=353, y=67, z=1706} gt{x=353, y=67, z=1707}
[01:34:30] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=366, y=67, z=1707} gt{x=365, y=67, z=1707}
[01:34:31] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=366, y=67, z=1707} gt{x=364, y=67, z=1708}
[01:34:31] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=366, y=67, z=1707} gt{x=364, y=67, z=1708}
[01:39:59] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=172, y=24, z=1774} gt{x=172, y=25, z=1771}
[02:00:38] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[02:03:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=382, y=67, z=1706} gt{x=382, y=66, z=1707}
[02:03:30] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=380, y=66, z=1708} gt{x=380, y=65, z=1707}
[02:03:30] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=380, y=66, z=1708} gt{x=380, y=65, z=1707}
[02:05:17] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=65, z=1692} gt{x=381, y=64, z=1693}
[02:05:17] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=65, z=1692} gt{x=381, y=64, z=1693}
[02:05:17] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=65, z=1692} gt{x=381, y=64, z=1693}
[02:05:17] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=65, z=1692} gt{x=381, y=64, z=1693}
[02:05:17] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=65, z=1692} gt{x=381, y=64, z=1693}
[02:15:48] [Server thread/INFO]: CHAN4869 lost connection: Disconnected
[02:15:48] [Server thread/INFO]: CHAN4869 left the game
[02:19:33] [Server thread/INFO]: tantanpanda0513 lost connection: Disconnected
[02:19:33] [Server thread/INFO]: tantanpanda0513 left the game
[02:21:58] [Server thread/INFO]: tenpensizimi has made the advancement [The Parrots and the Bats]
[02:24:46] [Server thread/INFO]: KURYU0911 has made the advancement [Voluntary Exile]
[02:25:16] [Server thread/INFO]: hayatohayato has completed the challenge [Hero of the Village]
[02:25:16] [Server thread/INFO]: KURYU0911 has completed the challenge [Hero of the Village]
[02:30:41] [Server thread/INFO]: KURYU0911 has made the advancement [What a Deal!]
[02:41:31] [Server thread/INFO]: hayatohayato has made the advancement [Getting an Upgrade]
[02:45:22] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2133ms or 42 ticks behind
[02:45:22] [Server thread/WARN]: KURYU0911 moved too quickly! 7.7118878035650935,0.0,6.680771299776836
[02:46:20] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=370, y=67, z=1680} gt{x=371, y=66, z=1680}
[02:50:23] [Server thread/WARN]: hayatohayato moved too quickly! -1.3824063878216748,-1.2046003784434305,10.125522060485764
[02:50:23] [Server thread/WARN]: tenpensizimi moved too quickly! 1.327231628597815,-6.109552546740019,8.170258758707888
[03:13:34] [Server thread/INFO]: tenpensizimi has made the advancement [Local Brewery]
[03:13:58] [Server thread/INFO]: KURYU0911 has made the advancement [Local Brewery]
[03:35:23] [Server thread/INFO]: [hayatohayato: The difficulty has been set to Hard]
[03:42:23] [Server thread/INFO]: hayatohayato has made the advancement [Hot Stuff]
[03:46:29] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[03:49:11] [Server thread/INFO]: hayatohayato has made the advancement [Local Brewery]
[03:51:35] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[03:51:59] [Server thread/INFO]: Villager bss['Toolsmith'/292631, l='ServerLevel[world]', x=350.55, y=73.56, z=1842.63] died, message: 'Toolsmith was slain by Zombie'
[03:52:42] [Server thread/INFO]: tenpensizimi has completed the challenge [It Spreads]
[03:52:58] [Server thread/INFO]: hayatohayato has completed the challenge [It Spreads]
[03:56:39] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[03:58:15] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=324, y=62, z=1702} gt{x=324, y=61, z=1702}
[03:58:15] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=324, y=62, z=1702} gt{x=324, y=61, z=1702}
[03:58:16] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=324, y=62, z=1702} gt{x=324, y=60, z=1701}
[04:01:15] [Server thread/INFO]: tenpensizimi has reached the goal [Zombie Doctor]
[04:01:18] [Server thread/INFO]: KURYU0911 has completed the challenge [It Spreads]
[04:01:55] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:05:58] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=324, y=22, z=1658} gt{x=325, y=21, z=1658}
[04:07:10] [Server thread/INFO]: KURYU0911 has made the advancement [Best Friends Forever]
[04:07:40] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:14:42] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:22:25] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:23:24] [Server thread/INFO]: Villager bss['Mason'/292635, l='ServerLevel[world]', x=346.70, y=73.00, z=1841.30] died, message: 'Mason was slain by Zombie'
[04:23:28] [Server thread/INFO]: Villager bss['Armorer'/292638, l='ServerLevel[world]', x=344.51, y=74.00, z=1849.68] died, message: 'Armorer was slain by Zombie'
[04:23:33] [Server thread/INFO]: Villager bss['Weaponsmith'/292634, l='ServerLevel[world]', x=346.30, y=73.00, z=1850.87] died, message: 'Weaponsmith was slain by Zombie'
[04:23:38] [Server thread/INFO]: Villager bss['Librarian'/292636, l='ServerLevel[world]', x=344.30, y=73.00, z=1848.82] died, message: 'Librarian was slain by Zombie'
[04:27:00] [Server thread/INFO]: tenpensizimi was slain by Zombie Villager
[04:27:06] [Server thread/INFO]: tenpensizimi was slain by Zombie Villager
[04:27:12] [Server thread/INFO]: tenpensizimi was slain by Zombie Villager
[04:27:19] [Server thread/INFO]: tenpensizimi was slain by Zombie Villager
[04:27:26] [Server thread/INFO]: tenpensizimi was slain by Zombie Villager
[04:27:30] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:27:34] [Server thread/INFO]: tenpensizimi was slain by Zombie Villager
[04:27:39] [Server thread/INFO]: tenpensizimi was slain by Zombie Villager
[04:32:33] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:33:59] [Server thread/INFO]: hayatohayato has made the advancement [Best Friends Forever]
[04:37:36] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:42:38] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:47:41] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:53:25] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[04:54:28] [Server thread/INFO]: Villager bss['Villager'/321876, l='ServerLevel[world]', x=333.22, y=73.00, z=1850.62] died, message: 'Villager was slain by Zombie'
[04:54:57] [Server thread/INFO]: Villager bss['Weaponsmith'/319759, l='ServerLevel[world]', x=342.30, y=73.56, z=1851.56] died, message: 'Weaponsmith was slain by Zombie'
[04:55:07] [Server thread/INFO]: Villager bss['Mason'/292640, l='ServerLevel[world]', x=334.99, y=73.88, z=1841.48] died, message: 'Mason was slain by Zombie'
[04:55:12] [Server thread/INFO]: Villager bss['Villager'/321749, l='ServerLevel[world]', x=332.85, y=73.94, z=1850.47] died, message: 'Villager was slain by Zombie Villager'
[04:55:19] [Server thread/INFO]: Villager bss['Librarian'/319692, l='ServerLevel[world]', x=332.54, y=73.54, z=1842.92] died, message: 'Librarian was slain by Zombie Villager'
[04:55:29] [Server thread/INFO]: Villager bss['Toolsmith'/311903, l='ServerLevel[world]', x=346.57, y=73.00, z=1850.76] died, message: 'Toolsmith was slain by Zombie'
[04:55:33] [Server thread/INFO]: Villager bss['Mason'/292639, l='ServerLevel[world]', x=346.67, y=73.00, z=1851.47] died, message: 'Mason was slain by Zombie'
[04:55:44] [Server thread/INFO]: Villager bss['Weaponsmith'/292637, l='ServerLevel[world]', x=335.30, y=73.00, z=1849.60] died, message: 'Weaponsmith was slain by Zombie'
[04:55:44] [Server thread/INFO]: Villager bss['Mason'/292633, l='ServerLevel[world]', x=335.30, y=73.00, z=1849.06] died, message: 'Mason was slain by Zombie'
[04:55:48] [Server thread/INFO]: Villager bss['Mason'/292629, l='ServerLevel[world]', x=333.70, y=73.00, z=1849.68] died, message: 'Mason was slain by Zombie Villager'
[05:02:17] [Server thread/INFO]: KURYU0911 lost connection: Disconnected
[05:02:17] [Server thread/INFO]: KURYU0911 left the game
[05:32:28] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[05:34:06] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=67, z=1720} gt{x=380, y=67, z=1720}
[05:34:06] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=67, z=1720} gt{x=380, y=67, z=1720}
[05:34:06] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=381, y=67, z=1720} gt{x=380, y=67, z=1720}
[05:37:21] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=424, y=67, z=2125} gt{x=425, y=66, z=2124}
[05:37:21] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=424, y=67, z=2125} gt{x=425, y=66, z=2124}
[05:37:32] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[05:42:35] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[05:47:38] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[05:52:41] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[05:57:44] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:02:48] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:07:43] [Server thread/INFO]: hayatohayato has made the advancement [The Parrots and the Bats]
[06:07:51] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:10:54] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=339, y=73, z=1842} gt{x=343, y=75, z=1845}
[06:10:54] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=343, y=74, z=1845} gt{x=343, y=75, z=1845}
[06:13:18] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:16:11] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=376, y=69, z=1725} gt{x=376, y=68, z=1726}
[06:18:21] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:23:35] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:28:40] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:32:07] [Server thread/INFO]: [hayatohayato: Set own game mode to Creative Mode]
[06:32:54] [Server thread/INFO]: [hayatohayato: Set own game mode to Survival Mode]
[06:33:51] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:36:06] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=338, y=71, z=1746} gt{x=351, y=65, z=1678}
[06:36:06] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=338, y=71, z=1746} gt{x=351, y=65, z=1678}
[06:37:42] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=373, y=65, z=1679} gt{x=374, y=65, z=1679}
[06:37:42] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=373, y=65, z=1679} gt{x=374, y=65, z=1679}
[06:37:42] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=373, y=65, z=1679} gt{x=374, y=65, z=1679}
[06:38:57] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:44:03] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:49:24] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:49:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=4, y=32, z=206} gt{x=3, y=26, z=212}
[06:49:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=4, y=32, z=206} gt{x=3, y=26, z=212}
[06:49:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=4, y=32, z=206} gt{x=3, y=26, z=212}
[06:54:27] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[06:59:30] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:01:16] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-40, y=17, z=236} gt{x=-34, y=13, z=235}
[07:01:16] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-40, y=17, z=236} gt{x=-34, y=13, z=235}
[07:01:16] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-40, y=17, z=236} gt{x=-34, y=13, z=235}
[07:04:32] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:08:29] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-9, y=13, z=247} gt{x=-11, y=13, z=247}
[07:08:29] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-9, y=13, z=247} gt{x=-11, y=13, z=247}
[07:08:29] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-9, y=13, z=247} gt{x=-11, y=13, z=247}
[07:09:43] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:12:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-46, y=14, z=253} gt{x=-32, y=13, z=253}
[07:12:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-46, y=14, z=253} gt{x=-32, y=13, z=253}
[07:12:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-46, y=14, z=253} gt{x=-32, y=13, z=253}
[07:14:46] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:19:49] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:24:52] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:29:56] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:35:00] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:40:06] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:47:34] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[07:48:24] [Server thread/INFO]: hayatohayato lost connection: Disconnected
[07:48:24] [Server thread/INFO]: hayatohayato left the game
[10:05:46] [User Authenticator #6/INFO]: UUID of player tantanpanda0513 is ef5e7c02-8b94-4b4d-a3a1-14c1cdd92a19
[10:05:46] [Server thread/INFO]: tantanpanda0513[/223.217.126.198:54947] logged in with entity id 403505 at (343.30000001192093, 65.5625, 1750.300000011921)
[10:05:46] [Server thread/INFO]: tantanpanda0513 joined the game
[10:06:01] [Server thread/INFO]: tantanpanda0513 lost connection: Disconnected
[10:06:01] [Server thread/INFO]: tantanpanda0513 left the game
[10:06:04] [User Authenticator #7/INFO]: UUID of player tantanpanda0513 is ef5e7c02-8b94-4b4d-a3a1-14c1cdd92a19
[10:06:04] [Server thread/INFO]: tantanpanda0513[/223.217.126.198:59376] logged in with entity id 403564 at (343.30000001192093, 65.5625, 1750.300000011921)
[10:06:04] [Server thread/INFO]: tantanpanda0513 joined the game
[10:31:58] [Server thread/INFO]: tantanpanda0513 has made the advancement [Remote Getaway]
[12:04:39] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-223, y=66, z=1659} gt{x=-224, y=66, z=1659}
[12:19:11] [Server thread/INFO]: Villager bss['Nitwit'/428011, l='ServerLevel[world]', x=359.95, y=70.75, z=1872.30] died, message: 'Nitwit was slain by tenpensizimi'
[12:53:51] [Server thread/WARN]: Boat (vehicle of tantanpanda0513) moved wrongly! 0.5561336814418609
[12:58:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=376, y=83, z=1891} gt{x=373, y=81, z=1889}
[13:02:41] [Server thread/INFO]: Villager bss['Nitwit'/453032, l='ServerLevel[world]', x=1852.72, y=79.50, z=2434.63] died, message: 'Nitwit suffocated in a wall'
[13:03:49] [Server thread/INFO]: Villager bss['Villager'/454018, l='ServerLevel[world]', x=2391.37, y=65.00, z=2389.72] died, message: 'Villager suffocated in a wall'
[13:03:49] [Server thread/INFO]: Villager bss['Villager'/454019, l='ServerLevel[world]', x=2399.37, y=64.56, z=2389.72] died, message: 'Villager suffocated in a wall'
[13:20:03] [Server thread/INFO]: Villager bss['Villager'/466091, l='ServerLevel[world]', x=2396.63, y=63.56, z=2334.28] died, message: 'Villager suffocated in a wall'
[13:25:20] [Server thread/INFO]: Villager bss['Villager'/469643, l='ServerLevel[world]', x=3473.17, y=81.56, z=2273.70] died, message: 'Villager suffocated in a wall'
[13:36:51] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=3862, y=62, z=3538} gt{x=3861, y=62, z=3538}
[13:44:50] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 17853ms or 357 ticks behind
[13:44:50] [Server thread/WARN]: tenpensizimi moved too quickly! 9.672721104258983,2.7531999805212024,-0.21508643041465803
[14:11:07] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=342, y=74, z=1891} gt{x=343, y=73, z=1891}
[14:11:07] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=342, y=74, z=1891} gt{x=343, y=73, z=1891}
[14:11:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=345, y=71, z=1891} gt{x=346, y=70, z=1891}
[14:12:21] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=355, y=78, z=1873} gt{x=356, y=74, z=1876}
[14:12:22] [Server thread/WARN]: Boat (vehicle of tantanpanda0513) moved wrongly! 0.36606353386423507
[14:12:22] [Server thread/WARN]: Boat (vehicle of tantanpanda0513) moved wrongly! 0.317920514953812
[14:12:22] [Server thread/WARN]: Boat (vehicle of tantanpanda0513) moved wrongly! 0.2681157698250445
[14:12:24] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=356, y=74, z=1877} gt{x=356, y=73, z=1878}
[14:12:24] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=356, y=74, z=1877} gt{x=356, y=73, z=1878}
[14:12:24] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=356, y=72, z=1878} gt{x=356, y=73, z=1878}
[14:25:07] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=370, y=77, z=1888} gt{x=372, y=70, z=1889}
[14:45:41] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=355, y=74, z=1878} gt{x=355, y=73, z=1879}
[14:46:36] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=369, y=73, z=1891} gt{x=369, y=72, z=1891}
[14:46:36] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=369, y=73, z=1891} gt{x=369, y=72, z=1891}
[14:46:36] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=370, y=72, z=1891} gt{x=369, y=72, z=1891}
[14:48:57] [Server thread/INFO]: Villager bss['Villager'/392976, l='ServerLevel[world]', x=338.31, y=73.00, z=1850.21] died, message: 'Villager was slain by Zombie'
[14:49:05] [Server thread/INFO]: Villager bss['Villager'/393026, l='ServerLevel[world]', x=332.70, y=73.00, z=1851.27] died, message: 'Villager was slain by Zombie Villager'
[14:49:24] [Server thread/INFO]: Villager bss['Villager'/392982, l='ServerLevel[world]', x=335.04, y=73.88, z=1841.35] died, message: 'Villager was slain by Zombie Villager'
[14:49:30] [Server thread/INFO]: Villager bss['Villager'/392980, l='ServerLevel[world]', x=334.70, y=73.56, z=1851.19] died, message: 'Villager was slain by Zombie Villager'
[14:49:32] [Server thread/INFO]: Villager bss['Villager'/392978, l='ServerLevel[world]', x=337.95, y=73.00, z=1849.01] died, message: 'Villager was slain by Zombie Villager'
[14:49:49] [Server thread/INFO]: Villager bss['Villager'/392983, l='ServerLevel[world]', x=334.30, y=73.56, z=1851.10] died, message: 'Villager was slain by Zombie Villager'
[14:50:07] [Server thread/INFO]: Villager bss['Villager'/393025, l='ServerLevel[world]', x=333.55, y=74.00, z=1841.45] died, message: 'Villager was slain by Zombie Villager'
[14:50:13] [Server thread/INFO]: Villager bss['Villager'/393016, l='ServerLevel[world]', x=332.86, y=73.00, z=1849.42] died, message: 'Villager was slain by Zombie Villager'
[14:54:40] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=380, y=69, z=1900} gt{x=366, y=77, z=1906}
[14:54:45] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=368, y=73, z=1903} gt{x=368, y=72, z=1902}
[14:54:45] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=368, y=72, z=1903} gt{x=368, y=72, z=1902}
[15:03:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=352, y=80, z=1892} gt{x=352, y=76, z=1893}
[15:03:38] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=352, y=80, z=1892} gt{x=352, y=76, z=1893}
[15:03:38] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=352, y=80, z=1892} gt{x=352, y=76, z=1893}
[15:12:04] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[15:19:12] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[15:19:14] [Server thread/WARN]: tantanpanda0513 moved too quickly! 4.58116628134826,24.0,64.26249998807907
[16:06:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-1238, y=65, z=1563} gt{x=-1237, y=63, z=1564}
[16:11:49] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-1249, y=64, z=1580} gt{x=-1247, y=64, z=1582}
[16:11:55] [User Authenticator #8/INFO]: UUID of player hayatohayato is cafa7c4f-4283-4d4e-b981-702bb732921a
[16:11:55] [Server thread/INFO]: hayatohayato[/127.0.0.1:61105] logged in with entity id 543403 at (344.12336251902, 71.0, 1752.4804943465701)
[16:11:55] [Server thread/INFO]: hayatohayato joined the game
[16:12:03] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-1246, y=65, z=1556} gt{x=-1245, y=63, z=1555}
[16:38:12] [Server thread/INFO]: <tenpensizimi> t
[16:38:30] [Server thread/INFO]: <tenpensizimi> rrrr
[16:38:54] [Server thread/INFO]: <hayatohayato> -9095338752773505586
[16:52:32] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-1258, y=63, z=1543} gt{x=-1258, y=64, z=1544}
[16:52:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-1256, y=62, z=1536} gt{x=-1256, y=60, z=1536}
[16:57:00] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=35, y=78, z=284} gt{x=35, y=79, z=283}
[17:08:36] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=193, y=84, z=-534} gt{x=194, y=85, z=-534}
[17:08:36] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=194, y=84, z=-534} gt{x=194, y=85, z=-534}
[17:08:36] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=194, y=84, z=-534} gt{x=194, y=85, z=-534}
[17:08:36] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=194, y=84, z=-534} gt{x=194, y=85, z=-534}
[17:12:02] [Server thread/INFO]: hayatohayato has made the advancement [Ice Bucket Challenge]
[17:34:44] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[17:34:55] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[17:35:08] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[17:41:17] [Server thread/INFO]: tantanpanda0513 has reached the goal [Postmortal]
[17:43:29] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[17:43:44] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[17:43:45] [Server thread/INFO]: tenpensizimi was slain by Piglin Brute
[17:43:53] [Server thread/INFO]: tantanpanda0513 was slain by Vex
[17:45:50] [Server thread/INFO]: tenpensizimi fell from a high place
[17:50:03] [Server thread/INFO]: tenpensizimi was slain by Piglin Brute
[17:53:39] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2752, y=64, z=4154} gt{x=2758, y=63, z=4154}
[17:54:42] [Server thread/INFO]: tenpensizimi has made the advancement [Who is Cutting Onions?]
[17:54:44] [Server thread/INFO]: tenpensizimi was slain by Piglin Brute
[17:59:28] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2748, y=68, z=4159} gt{x=2750, y=64, z=4151}
[17:59:38] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2750, y=66, z=4149} gt{x=2749, y=66, z=4150}
[17:59:38] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2750, y=66, z=4149} gt{x=2749, y=66, z=4150}
[17:59:43] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=65, z=4147} gt{x=2746, y=64, z=4148}
[17:59:49] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=61, z=4150} gt{x=2744, y=63, z=4149}
[17:59:50] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=61, z=4150} gt{x=2744, y=63, z=4149}
[17:59:52] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
[17:59:52] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
[17:59:52] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
[17:59:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
[17:59:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
[17:59:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
[17:59:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
